VesselID,Date,Terminal,ShippingLine,VesselType,Route,ArrivalHour,TurnaroundHrs,DepartureHour,TEUCapacity,TEULoaded,UtilisationRate
V12326,2024-03-02,Tanjong Pagar,COSCO,Tanker,Singapore–China,16,14.8,6,14500,15653,1.0
V12327,2024-03-02,Brani,Yang Ming,Tanker,Singapore–Japan,17,23.5,16,8000,19012,1.0
V12328,2024-03-02,Keppel,Hapag-Lloyd,Tanker,Singapore–Japan,1,15.3,16,12000,12100,1.0
V12329,2024-03-03,Keppel,COSCO,Container,Singapore–India,12,14.0,2,20000,17037,0.852
V12330,2024-03-03,Pasir Panjang T3-4,COSCO,Container,Singapore–Japan,0,32.9,8,12000,17069,1.0
V12331,2024-03-03,Pasir Panjang T1-2,Yang Ming,RORO,Singapore–SE Asia,18,23.9,17,14500,5477,0.378
V12332,2024-03-03,Pasir Panjang T1-2,Yang Ming,Container,Singapore–SE Asia,1,25.0,2,14500,10510,0.725
V12333,2024-03-03,Pasir Panjang T1-2,Evergreen,Tanker,Singapore–Middle East,0,21.9,21,12000,15831,1.0
V12334,2024-03-03,Pasir Panjang T1-2,Evergreen,Container,Singapore–Korea,3,22.3,1,14500,23203,1.0
V12335,2024-03-03,Tuas,Yang Ming,Tanker,Singapore–SE Asia,13,24.6,13,24000,17837,0.743
V12336,2024-03-03,Brani,HMM,Tanker,Singapore–Europe,16,33.4,1,24000,11067,0.461
V12337,2024-03-03,Pasir Panjang T1-2,MSC,Container,Singapore–Europe,20,25.7,21,14500,6647,0.458
V12338,2024-03-03,Pasir Panjang T3-4,CMA CGM,Container,Singapore–Europe,5,34.8,15,20000,22671,1.0
V12339,2024-03-03,Tuas,Hapag-Lloyd,Container,Singapore–Middle East,20,15.7,11,20000,14323,0.716
V12340,2024-03-03,Tanjong Pagar,Evergreen,Tanker,Singapore–Korea,2,16.8,18,14500,13455,0.928
V12341,2024-03-03,Brani,PIL,Bulk Carrier,Singapore–US West,5,37.4,18,8000,5564,0.696
V12342,2024-03-03,Tuas,Hapag-Lloyd,Container,Singapore–Japan,6,17.2,23,24000,13900,0.579
V12343,2024-03-03,Keppel,Hapag-Lloyd,Tanker,Singapore–India,18,33.0,3,20000,22086,1.0
V12344,2024-03-03,Pasir Panjang T3-4,ONE,Tanker,Singapore–Korea,10,24.8,10,20000,17684,0.884
V12345,2024-03-03,Pasir Panjang T1-2,Hapag-Lloyd,Container,Singapore–US East,19,37.1,8,12000,10665,0.889
V12346,2024-03-03,Tuas,Hapag-Lloyd,Container,Singapore–India,12,18.5,6,8000,8172,1.0
V12347,2024-03-03,Brani,Yang Ming,Container,Singapore–US West,22,31.1,5,20000,21600,1.0
V12348,2024-03-03,Keppel,MSC,Bulk Carrier,Singapore–India,13,30.4,19,12000,10173,0.848
V12349,2024-03-03,Pasir Panjang T3-4,Maersk,Container,Singapore–China,17,25.3,18,12000,10850,0.904
V12350,2024-03-03,Pasir Panjang T1-2,HMM,Container,Singapore–US East,16,21.5,13,8000,13445,1.0
V12351,2024-03-03,Pasir Panjang T1-2,PIL,Container,Singapore–Europe,15,28.4,19,14500,13852,0.955
V12352,2024-03-03,Keppel,COSCO,Bulk Carrier,Singapore–US West,16,28.8,20,8000,14533,1.0
V12353,2024-03-03,Tanjong Pagar,Hapag-Lloyd,Container,Singapore–India,11,35.7,22,14500,5925,0.409
V12354,2024-03-03,Tuas,PIL,Container,Singapore–US West,17,30.5,23,24000,19974,0.832
V12355,2024-03-03,Brani,MSC,Container,Singapore–Europe,21,15.6,12,12000,14801,1.0
V12356,2024-03-03,Pasir Panjang T1-2,Yang Ming,Tanker,Singapore–Japan,16,28.0,20,24000,8632,0.36
V12357,2024-03-03,Tuas,MSC,Bulk Carrier,Singapore–Japan,16,31.2,23,14500,13652,0.942
V12358,2024-03-03,Pasir Panjang T3-4,Maersk,Container,Singapore–US West,4,28.3,8,14500,8277,0.571
V12359,2024-03-03,Tuas,COSCO,Tanker,Singapore–Europe,21,38.0,11,24000,10221,0.426
V12360,2024-03-04,Keppel,Maersk,Container,Singapore–SE Asia,6,27.4,9,12000,13038,1.0
V12361,2024-03-04,Keppel,Yang Ming,Tanker,Singapore–India,4,37.4,17,14500,23061,1.0
V12362,2024-03-04,Tuas,CMA CGM,Container,Singapore–SE Asia,14,36.9,2,20000,10356,0.518
V12363,2024-03-04,Keppel,Yang Ming,Container,Singapore–US West,17,18.1,11,24000,10665,0.444
V12364,2024-03-04,Keppel,MSC,Container,Singapore–China,7,36.5,19,20000,12317,0.616
V12365,2024-03-04,Tuas,PIL,Container,Singapore–Europe,2,34.4,12,20000,9879,0.494
V12366,2024-03-04,Brani,MSC,Container,Singapore–Middle East,14,17.3,7,14500,16499,1.0
V12367,2024-03-04,Tuas,COSCO,Bulk Carrier,Singapore–India,21,21.3,18,14500,6699,0.462
V12368,2024-03-04,Tuas,MSC,Container,Singapore–SE Asia,11,16.4,3,12000,6897,0.575
V12369,2024-03-04,Pasir Panjang T1-2,ONE,Container,Singapore–India,11,35.5,22,12000,16058,1.0
V12370,2024-03-04,Tanjong Pagar,Evergreen,Container,Singapore–Europe,20,23.7,19,20000,6354,0.318
V12371,2024-03-04,Tanjong Pagar,Yang Ming,Container,Singapore–US West,13,28.0,17,24000,9931,0.414
V12372,2024-03-04,Tuas,Maersk,Bulk Carrier,Singapore–China,13,33.9,22,8000,7489,0.936
V12373,2024-03-04,Keppel,MSC,Tanker,Singapore–SE Asia,16,19.0,11,24000,6176,0.257
V12374,2024-03-04,Pasir Panjang T1-2,Evergreen,Container,Singapore–Europe,11,18.5,5,8000,10803,1.0
V12375,2024-03-04,Tuas,PIL,Container,Singapore–Japan,23,17.6,16,12000,6827,0.569
V12376,2024-03-04,Tanjong Pagar,PIL,Container,Singapore–US West,9,20.0,5,24000,11525,0.48
V12377,2024-03-04,Keppel,ONE,Container,Singapore–Korea,2,25.4,3,8000,12527,1.0
V12378,2024-03-04,Pasir Panjang T1-2,HMM,Container,Singapore–China,10,32.7,18,14500,7617,0.525
V12379,2024-03-04,Pasir Panjang T3-4,Evergreen,Container,Singapore–China,2,33.1,11,24000,13175,0.549
V12380,2024-03-04,Pasir Panjang T3-4,PIL,RORO,Singapore–Japan,3,28.9,7,14500,22773,1.0
V12381,2024-03-04,Pasir Panjang T1-2,PIL,Container,Singapore–US West,8,17.1,1,12000,19520,1.0
V12382,2024-03-04,Pasir Panjang T1-2,COSCO,Container,Singapore–US East,7,35.9,18,24000,13385,0.558
V12383,2024-03-04,Tanjong Pagar,CMA CGM,Bulk Carrier,Singapore–Europe,11,21.2,8,20000,15099,0.755
V12384,2024-03-04,Pasir Panjang T1-2,Hapag-Lloyd,Container,Singapore–China,15,24.0,15,14500,6403,0.442
V12385,2024-03-04,Tanjong Pagar,Hapag-Lloyd,Tanker,Singapore–SE Asia,19,20.4,15,24000,13743,0.573
V12386,2024-03-04,Tuas,PIL,Container,Singapore–India,7,25.2,8,20000,12603,0.63
V12387,2024-03-04,Pasir Panjang T1-2,PIL,Container,Singapore–India,2,28.7,6,20000,11138,0.557
V12388,2024-03-04,Pasir Panjang T3-4,Maersk,Container,Singapore–India,23,21.2,20,24000,14996,0.625
V12389,2024-03-04,Keppel,Yang Ming,Container,Singapore–China,8,15.6,23,14500,6002,0.414
V12390,2024-03-04,Pasir Panjang T3-4,Maersk,Container,Singapore–Korea,8,13.7,21,8000,21292,1.0
V12391,2024-03-04,Pasir Panjang T1-2,Evergreen,Container,Singapore–Korea,18,17.8,11,20000,5797,0.29
V12392,2024-03-05,Brani,Maersk,Bulk Carrier,Singapore–India,16,33.1,1,24000,6802,0.283
V12393,2024-03-05,Tanjong Pagar,Hapag-Lloyd,RORO,Singapore–US East,8,14.0,22,20000,6247,0.312
V12394,2024-03-05,Pasir Panjang T1-2,Yang Ming,Bulk Carrier,Singapore–India,7,36.4,19,20000,6370,0.318
V12395,2024-03-05,Keppel,COSCO,Tanker,Singapore–Middle East,5,29.2,10,20000,13881,0.694
V12396,2024-03-05,Pasir Panjang T3-4,ONE,Bulk Carrier,Singapore–China,1,12.3,13,8000,6651,0.831
V12397,2024-03-05,Pasir Panjang T1-2,ONE,Container,Singapore–Korea,22,34.7,8,14500,20138,1.0
V12398,2024-03-05,Brani,CMA CGM,Tanker,Singapore–Korea,11,14.8,1,8000,23149,1.0
V12399,2024-03-05,Keppel,Yang Ming,Container,Singapore–China,11,31.0,18,14500,6826,0.471
V12400,2024-03-05,Tanjong Pagar,Maersk,Container,Singapore–Europe,23,30.8,5,24000,9199,0.383
V12401,2024-03-05,Brani,ONE,Container,Singapore–Japan,7,29.9,12,8000,10145,1.0
V12402,2024-03-05,Tanjong Pagar,COSCO,Container,Singapore–US West,14,19.2,9,20000,11352,0.568
V12403,2024-03-05,Pasir Panjang T1-2,HMM,Container,Singapore–Japan,14,21.5,11,12000,16596,1.0
V12404,2024-03-05,Keppel,PIL,Container,Singapore–Japan,1,15.3,16,8000,13941,1.0
V12405,2024-03-05,Brani,HMM,Tanker,Singapore–Middle East,4,13.0,17,8000,17810,1.0
V12406,2024-03-05,Tuas,CMA CGM,Bulk Carrier,Singapore–Korea,19,23.9,18,12000,10054,0.838
V12407,2024-03-05,Tanjong Pagar,COSCO,Container,Singapore–US West,20,17.4,13,8000,10550,1.0
V12408,2024-03-05,Tanjong Pagar,Maersk,Tanker,Singapore–US West,14,18.6,8,8000,10854,1.0
V12409,2024-03-05,Pasir Panjang T1-2,COSCO,RORO,Singapore–India,0,14.4,14,12000,12519,1.0
V12410,2024-03-06,Pasir Panjang T3-4,HMM,Bulk Carrier,Singapore–US East,12,27.2,15,12000,21726,1.0
V12411,2024-03-06,Brani,CMA CGM,Container,Singapore–Middle East,5,32.4,13,12000,12031,1.0
V12412,2024-03-06,Pasir Panjang T3-4,ONE,Tanker,Singapore–Japan,18,27.9,21,8000,22409,1.0
V12413,2024-03-06,Tuas,MSC,Tanker,Singapore–US West,0,21.4,21,8000,14025,1.0
V12414,2024-03-06,Keppel,CMA CGM,Tanker,Singapore–Japan,14,26.7,16,24000,6562,0.273
V12415,2024-03-06,Pasir Panjang T3-4,PIL,Container,Singapore–China,23,30.4,5,8000,18085,1.0
V12416,2024-03-06,Keppel,Yang Ming,General Cargo,Singapore–Japan,19,19.6,14,12000,12374,1.0
V12417,2024-03-06,Tuas,Maersk,Container,Singapore–China,5,17.6,22,24000,6977,0.291
V12418,2024-03-06,Pasir Panjang T1-2,CMA CGM,Container,Singapore–Korea,0,37.2,13,12000,19650,1.0
V12419,2024-03-06,Brani,Maersk,Tanker,Singapore–China,20,29.9,1,24000,18274,0.761
V12420,2024-03-06,Keppel,CMA CGM,Tanker,Singapore–SE Asia,18,31.0,1,8000,17867,1.0
V12421,2024-03-06,Tanjong Pagar,Evergreen,Bulk Carrier,Singapore–Japan,2,37.3,15,14500,20065,1.0
V12422,2024-03-06,Keppel,Hapag-Lloyd,Tanker,Singapore–US West,13,33.9,22,12000,22578,1.0
V12423,2024-03-06,Brani,MSC,Container,Singapore–Japan,15,19.5,10,12000,17704,1.0
V12424,2024-03-06,Tuas,CMA CGM,Bulk Carrier,Singapore–Middle East,21,22.3,19,20000,17572,0.879
V12425,2024-03-06,Pasir Panjang T1-2,PIL,General Cargo,Singapore–China,3,31.2,10,24000,7728,0.322
V12426,2024-03-06,Tanjong Pagar,HMM,Container,Singapore–SE Asia,6,22.6,4,20000,17523,0.876
V12427,2024-03-06,Tanjong Pagar,HMM,Bulk Carrier,Singapore–India,8,31.9,15,8000,17170,1.0
V12428,2024-03-06,Tuas,MSC,Container,Singapore–India,1,31.7,8,24000,5956,0.248
V12429,2024-03-06,Brani,CMA CGM,Tanker,Singapore–China,21,27.7,0,12000,16585,1.0
V12430,2024-03-06,Tanjong Pagar,Maersk,Tanker,Singapore–India,19,32.0,3,20000,6607,0.33
V12431,2024-03-06,Tanjong Pagar,Hapag-Lloyd,Container,Singapore–India,8,18.0,2,14500,7759,0.535
V12432,2024-03-06,Pasir Panjang T3-4,ONE,Container,Singapore–Middle East,1,33.8,10,20000,10298,0.515
V12433,2024-03-06,Pasir Panjang T1-2,COSCO,Container,Singapore–US West,3,31.3,10,20000,15055,0.753
V12434,2024-03-06,Pasir Panjang T1-2,Yang Ming,Tanker,Singapore–US West,8,23.3,7,14500,18546,1.0
V12435,2024-03-06,Tanjong Pagar,COSCO,Bulk Carrier,Singapore–US West,18,36.3,6,12000,22007,1.0
V12436,2024-03-06,Brani,ONE,Container,Singapore–India,19,23.2,18,24000,6463,0.269
V12437,2024-03-06,Pasir Panjang T3-4,Yang Ming,Tanker,Singapore–Europe,7,18.3,1,8000,19737,1.0
V12438,2024-03-06,Tuas,HMM,Tanker,Singapore–Europe,19,35.8,6,8000,5702,0.713
V12439,2024-03-06,Keppel,CMA CGM,Container,Singapore–India,9,29.4,14,14500,18638,1.0
V12440,2024-03-07,Pasir Panjang T3-4,CMA CGM,Container,Singapore–Korea,12,35.5,23,24000,5680,0.237
V12441,2024-03-07,Tuas,COSCO,Tanker,Singapore–Japan,20,23.4,19,20000,12194,0.61
V12442,2024-03-07,Pasir Panjang T3-4,Hapag-Lloyd,Container,Singapore–China,1,12.7,13,20000,10412,0.521
V12443,2024-03-07,Keppel,CMA CGM,Container,Singapore–Korea,21,26.1,23,12000,11649,0.971
V12444,2024-03-07,Pasir Panjang T3-4,CMA CGM,Container,Singapore–Middle East,11,18.5,5,12000,23146,1.0
V12445,2024-03-07,Pasir Panjang T3-4,COSCO,Container,Singapore–US East,8,15.1,23,20000,19500,0.975
V12446,2024-03-07,Keppel,ONE,Container,Singapore–US West,2,28.6,6,8000,10122,1.0
V12447,2024-03-07,Pasir Panjang T1-2,Evergreen,Container,Singapore–India,7,37.2,20,14500,12531,0.864
V12448,2024-03-07,Pasir Panjang T3-4,HMM,Tanker,Singapore–China,5,17.7,22,8000,8385,1.0
V12449,2024-03-07,Tuas,COSCO,Tanker,Singapore–Japan,18,32.7,2,20000,17743,0.887
V12450,2024-03-07,Brani,HMM,Container,Singapore–SE Asia,12,14.6,2,8000,14192,1.0
V12451,2024-03-07,Brani,COSCO,Container,Singapore–India,23,33.3,8,20000,12640,0.632
V12452,2024-03-07,Tuas,CMA CGM,Container,Singapore–Japan,23,32.3,7,24000,22399,0.933
V12453,2024-03-07,Pasir Panjang T3-4,COSCO,Tanker,Singapore–Japan,5,15.8,20,14500,9719,0.67
V12454,2024-03-07,Brani,MSC,Bulk Carrier,Singapore–Korea,6,28.8,10,24000,17515,0.73
V12455,2024-03-07,Tuas,MSC,Tanker,Singapore–India,20,29.7,1,20000,12445,0.622
V12456,2024-03-07,Tanjong Pagar,COSCO,Container,Singapore–SE Asia,20,28.4,0,24000,21729,0.905
V12457,2024-03-07,Pasir Panjang T1-2,ONE,Bulk Carrier,Singapore–Europe,21,29.1,2,20000,11950,0.598
V12458,2024-03-07,Tanjong Pagar,PIL,Container,Singapore–Middle East,7,12.4,19,24000,9880,0.412
V12459,2024-03-07,Pasir Panjang T3-4,COSCO,Tanker,Singapore–SE Asia,21,23.2,20,14500,11294,0.779
V12460,2024-03-07,Pasir Panjang T3-4,Hapag-Lloyd,Bulk Carrier,Singapore–India,10,33.6,19,12000,5719,0.477
V12461,2024-03-07,Brani,ONE,Tanker,Singapore–India,2,37.5,15,20000,14773,0.739
V12462,2024-03-07,Pasir Panjang T3-4,Hapag-Lloyd,Container,Singapore–Korea,0,31.2,7,14500,19981,1.0
V12463,2024-03-07,Brani,Hapag-Lloyd,Container,Singapore–Korea,5,19.2,0,8000,9879,1.0
V12464,2024-03-07,Tanjong Pagar,COSCO,Container,Singapore–Europe,6,29.6,11,14500,10681,0.737
V12465,2024-03-07,Tanjong Pagar,CMA CGM,Container,Singapore–Europe,11,23.0,10,14500,22539,1.0
V12466,2024-03-07,Tanjong Pagar,CMA CGM,Bulk Carrier,Singapore–Japan,15,34.5,1,24000,10585,0.441
V12467,2024-03-07,Pasir Panjang T3-4,HMM,Container,Singapore–China,12,36.9,0,14500,6375,0.44
V12468,2024-03-07,Pasir Panjang T1-2,Maersk,Container,Singapore–SE Asia,14,24.3,14,12000,11018,0.918
V12469,2024-03-07,Brani,HMM,Tanker,Singapore–Middle East,13,13.5,2,8000,5800,0.725
V12470,2024-03-08,Tuas,HMM,Container,Singapore–Korea,0,21.9,21,8000,17682,1.0
V12471,2024-03-08,Tuas,Hapag-Lloyd,Tanker,Singapore–China,6,28.6,10,12000,18796,1.0
V12472,2024-03-08,Pasir Panjang T3-4,MSC,Bulk Carrier,Singapore–Middle East,14,21.3,11,14500,10079,0.695
V12473,2024-03-08,Tuas,COSCO,Container,Singapore–US East,15,25.2,16,8000,9103,1.0
V12474,2024-03-08,Keppel,HMM,Container,Singapore–Europe,2,17.7,19,20000,14147,0.707
V12475,2024-03-08,Tuas,COSCO,Container,Singapore–Middle East,9,28.8,13,24000,16942,0.706
V12476,2024-03-08,Brani,PIL,General Cargo,Singapore–India,12,33.4,21,12000,15565,1.0
V12477,2024-03-08,Tanjong Pagar,Hapag-Lloyd,Bulk Carrier,Singapore–Japan,1,33.5,10,8000,10129,1.0
V12478,2024-03-08,Pasir Panjang T3-4,PIL,Container,Singapore–Korea,0,22.9,22,24000,14208,0.592
V12479,2024-03-08,Keppel,HMM,Container,Singapore–US West,17,23.4,16,14500,22155,1.0
V12480,2024-03-08,Pasir Panjang T1-2,Yang Ming,Container,Singapore–US East,8,28.5,12,12000,15083,1.0
V12481,2024-03-08,Brani,HMM,Tanker,Singapore–SE Asia,7,16.3,23,8000,22880,1.0
V12482,2024-03-08,Brani,PIL,Container,Singapore–Japan,18,24.3,18,14500,13722,0.946
V12483,2024-03-08,Tanjong Pagar,CMA CGM,Tanker,Singapore–SE Asia,13,27.9,16,12000,6307,0.526
V12484,2024-03-08,Tuas,MSC,Container,Singapore–SE Asia,22,37.1,11,14500,22520,1.0
V12485,2024-03-08,Pasir Panjang T3-4,Maersk,Container,Singapore–Korea,7,31.1,14,24000,7373,0.307
V12486,2024-03-08,Tanjong Pagar,CMA CGM,Container,Singapore–SE Asia,16,31.7,23,14500,20651,1.0
V12487,2024-03-08,Pasir Panjang T1-2,HMM,Bulk Carrier,Singapore–Middle East,12,26.5,14,8000,6083,0.76
V12488,2024-03-08,Keppel,Evergreen,Tanker,Singapore–Japan,12,16.3,4,20000,16312,0.816
V12489,2024-03-08,Tuas,Hapag-Lloyd,Bulk Carrier,Singapore–US West,6,33.8,15,14500,11579,0.799
V12490,2024-03-08,Pasir Panjang T1-2,COSCO,Container,Singapore–Korea,16,37.1,5,12000,16301,1.0
V12491,2024-03-08,Brani,Hapag-Lloyd,Tanker,Singapore–China,15,24.1,15,20000,10421,0.521
V12492,2024-03-08,Pasir Panjang T1-2,PIL,Container,Singapore–Japan,15,16.1,7,8000,11301,1.0
V12493,2024-03-08,Keppel,Hapag-Lloyd,Container,Singapore–US East,21,31.3,4,24000,19213,0.801
V12494,2024-03-08,Pasir Panjang T3-4,Evergreen,Tanker,Singapore–Middle East,9,33.7,18,14500,8263,0.57
V12495,2024-03-08,Brani,COSCO,Container,Singapore–India,11,27.8,14,8000,11150,1.0
V12496,2024-03-08,Tanjong Pagar,PIL,Container,Singapore–China,4,12.1,16,24000,12793,0.533
V12497,2024-03-08,Pasir Panjang T3-4,COSCO,Container,Singapore–Europe,13,28.5,17,24000,15480,0.645
V12498,2024-03-08,Brani,COSCO,Container,Singapore–US West,6,19.2,1,24000,17753,0.74
V12499,2024-03-08,Keppel,MSC,Bulk Carrier,Singapore–US East,20,13.5,9,14500,7730,0.533
V12500,2024-03-08,Brani,Hapag-Lloyd,Container,Singapore–US East,13,33.0,22,24000,17856,0.744
V12501,2024-03-08,Keppel,Maersk,Bulk Carrier,Singapore–US East,9,31.3,16,14500,20065,1.0
V12502,2024-03-09,Keppel,PIL,Bulk Carrier,Singapore–Middle East,14,35.8,1,20000,13022,0.651
V12503,2024-03-09,Brani,CMA CGM,Container,Singapore–Korea,22,13.7,11,8000,14986,1.0
V12504,2024-03-09,Tanjong Pagar,Maersk,Container,Singapore–China,22,27.2,1,24000,10483,0.437
V12505,2024-03-09,Tuas,Maersk,Tanker,Singapore–Europe,4,18.8,22,20000,11382,0.569
V12506,2024-03-09,Tuas,Hapag-Lloyd,Bulk Carrier,Singapore–Europe,3,35.8,14,14500,11162,0.77
V12507,2024-03-09,Tanjong Pagar,Maersk,Tanker,Singapore–Europe,6,19.5,1,12000,22122,1.0
V12508,2024-03-09,Tuas,Evergreen,Tanker,Singapore–US West,11,23.3,10,14500,18426,1.0
V12509,2024-03-09,Pasir Panjang T3-4,COSCO,Container,Singapore–Middle East,20,28.8,0,14500,14119,0.974
V12510,2024-03-09,Pasir Panjang T1-2,HMM,Container,Singapore–Japan,1,16.2,17,14500,5908,0.407
V12511,2024-03-09,Tanjong Pagar,Maersk,Container,Singapore–India,0,18.6,18,14500,7408,0.511
V12512,2024-03-09,Brani,Maersk,Container,Singapore–India,21,20.5,17,14500,6944,0.479
V12513,2024-03-09,Tanjong Pagar,Hapag-Lloyd,Tanker,Singapore–US East,16,18.4,10,12000,11346,0.946
V12514,2024-03-09,Brani,COSCO,Container,Singapore–US East,23,15.5,14,20000,20297,1.0
V12515,2024-03-09,Pasir Panjang T1-2,MSC,Container,Singapore–Korea,11,14.8,1,24000,9623,0.401
V12516,2024-03-09,Tuas,PIL,RORO,Singapore–US West,8,14.9,22,20000,16982,0.849
V12517,2024-03-09,Pasir Panjang T3-4,Evergreen,Container,Singapore–Europe,15,15.6,6,20000,9270,0.464
V12518,2024-03-09,Tuas,HMM,Bulk Carrier,Singapore–US East,6,26.4,8,24000,9275,0.386
V12519,2024-03-09,Pasir Panjang T3-4,Evergreen,Container,Singapore–US East,11,34.7,21,20000,13259,0.663
V12520,2024-03-09,Pasir Panjang T1-2,CMA CGM,Tanker,Singapore–Europe,17,15.8,8,8000,22196,1.0
V12521,2024-03-09,Pasir Panjang T1-2,COSCO,Container,Singapore–India,13,18.2,7,24000,10263,0.428
V12522,2024-03-09,Pasir Panjang T3-4,PIL,Container,Singapore–Korea,22,17.7,15,14500,16042,1.0
V12523,2024-03-09,Tanjong Pagar,Evergreen,Container,Singapore–Japan,7,26.1,9,20000,15605,0.78
V12524,2024-03-09,Pasir Panjang T1-2,ONE,Tanker,Singapore–US East,0,21.3,21,20000,5573,0.279
V12525,2024-03-09,Tanjong Pagar,Maersk,Container,Singapore–China,0,34.6,10,14500,12081,0.833
V12526,2024-03-09,Brani,COSCO,Container,Singapore–Europe,2,21.0,23,12000,10407,0.867
V12527,2024-03-09,Pasir Panjang T3-4,CMA CGM,Tanker,Singapore–SE Asia,12,15.6,3,8000,20159,1.0
V12528,2024-03-10,Tanjong Pagar,PIL,Container,Singapore–Korea,16,32.7,0,14500,6760,0.466
V12529,2024-03-10,Tuas,Hapag-Lloyd,Container,Singapore–Japan,9,23.5,8,14500,10430,0.719
V12530,2024-03-10,Pasir Panjang T1-2,HMM,Container,Singapore–US East,19,24.7,19,20000,10117,0.506
V12531,2024-03-10,Brani,PIL,Container,Singapore–China,5,21.3,2,8000,10868,1.0
V12532,2024-03-10,Tuas,CMA CGM,Container,Singapore–SE Asia,15,15.1,6,24000,10297,0.429
V12533,2024-03-10,Tuas,MSC,Tanker,Singapore–US East,14,16.5,6,20000,7248,0.362
V12534,2024-03-10,Pasir Panjang T3-4,CMA CGM,Container,Singapore–India,9,19.4,4,8000,16631,1.0
V12535,2024-03-10,Pasir Panjang T1-2,ONE,Tanker,Singapore–Europe,16,33.0,1,24000,14018,0.584
V12536,2024-03-10,Keppel,ONE,Bulk Carrier,Singapore–Korea,9,20.4,5,8000,16011,1.0
V12537,2024-03-10,Pasir Panjang T3-4,ONE,Tanker,Singapore–India,11,37.5,0,8000,21376,1.0
V12538,2024-03-10,Tanjong Pagar,HMM,Tanker,Singapore–Europe,17,15.0,8,12000,19338,1.0
V12539,2024-03-10,Pasir Panjang T3-4,MSC,Container,Singapore–Europe,18,12.3,6,24000,5573,0.232
V12540,2024-03-10,Tuas,Hapag-Lloyd,Bulk Carrier,Singapore–US West,0,29.4,5,8000,9555,1.0
V12541,2024-03-10,Brani,HMM,Tanker,Singapore–Europe,3,28.7,7,12000,9068,0.756
V12542,2024-03-10,Tuas,PIL,General Cargo,Singapore–US East,4,14.8,18,14500,6583,0.454
V12543,2024-03-10,Tanjong Pagar,MSC,Container,Singapore–SE Asia,8,32.2,16,14500,6966,0.48
V12544,2024-03-10,Pasir Panjang T1-2,CMA CGM,Tanker,Singapore–SE Asia,16,28.6,20,14500,9268,0.639
V12545,2024-03-10,Keppel,Hapag-Lloyd,Tanker,Singapore–Korea,19,20.7,15,24000,18862,0.786
V12546,2024-03-10,Brani,HMM,Container,Singapore–India,18,13.1,7,14500,11043,0.762
V12547,2024-03-10,Keppel,PIL,Container,Singapore–Middle East,5,26.1,7,8000,10473,1.0
V12548,2024-03-10,Keppel,Evergreen,Container,Singapore–China,16,14.2,6,20000,17864,0.893
V12549,2024-03-10,Brani,Hapag-Lloyd,General Cargo,Singapore–SE Asia,23,38.0,13,14500,9905,0.683
V12550,2024-03-10,Keppel,COSCO,RORO,Singapore–Middle East,16,13.8,5,24000,10781,0.449
V12551,2024-03-10,Tuas,HMM,Tanker,Singapore–Europe,3,17.7,20,20000,7690,0.384
V12552,2024-03-10,Pasir Panjang T1-2,PIL,Container,Singapore–SE Asia,18,31.0,1,20000,15819,0.791
V12553,2024-03-10,Pasir Panjang T3-4,CMA CGM,Bulk Carrier,Singapore–US West,2,33.6,11,14500,5736,0.396
V12554,2024-03-11,Brani,Maersk,Container,Singapore–Middle East,17,28.0,21,14500,9414,0.649
V12555,2024-03-11,Keppel,Yang Ming,Container,Singapore–SE Asia,21,24.3,21,12000,15839,1.0
V12556,2024-03-11,Pasir Panjang T1-2,ONE,Container,Singapore–Europe,21,20.0,17,20000,17574,0.879
V12557,2024-03-11,Pasir Panjang T1-2,PIL,Container,Singapore–China,13,32.3,21,8000,9165,1.0
V12558,2024-03-11,Tanjong Pagar,Hapag-Lloyd,Bulk Carrier,Singapore–SE Asia,7,23.9,6,20000,17931,0.897
V12559,2024-03-11,Brani,Evergreen,Container,Singapore–US West,21,32.0,5,12000,7518,0.626
V12560,2024-03-11,Tanjong Pagar,ONE,Container,Singapore–China,19,19.9,14,24000,6818,0.284
V12561,2024-03-11,Pasir Panjang T3-4,ONE,Container,Singapore–Korea,5,30.7,11,8000,22513,1.0
V12562,2024-03-11,Pasir Panjang T1-2,PIL,Tanker,Singapore–Europe,0,31.1,7,20000,23012,1.0
V12563,2024-03-11,Pasir Panjang T3-4,Evergreen,Container,Singapore–Japan,17,19.1,12,8000,10861,1.0
V12564,2024-03-11,Tanjong Pagar,Maersk,Tanker,Singapore–Korea,13,22.2,11,8000,10393,1.0
V12565,2024-03-11,Tuas,Evergreen,Bulk Carrier,Singapore–China,21,19.2,16,20000,15301,0.765
V12566,2024-03-11,Brani,PIL,General Cargo,Singapore–SE Asia,23,25.7,0,14500,8730,0.602
V12567,2024-03-11,Pasir Panjang T3-4,HMM,Container,Singapore–India,6,12.8,18,14500,11362,0.784
V12568,2024-03-11,Tuas,ONE,Container,Singapore–US West,20,31.9,3,14500,21765,1.0
V12569,2024-03-11,Keppel,MSC,RORO,Singapore–China,19,27.6,22,24000,11651,0.485
V12570,2024-03-11,Brani,ONE,Bulk Carrier,Singapore–SE Asia,13,13.0,2,20000,8595,0.43
V12571,2024-03-11,Pasir Panjang T3-4,Hapag-Lloyd,Bulk Carrier,Singapore–Korea,10,34.6,20,12000,9463,0.789
V12572,2024-03-11,Tuas,Evergreen,Tanker,Singapore–US East,17,25.2,18,24000,7574,0.316
