Date,Terminal,TotalCranes,ActiveCranes,MovesPerHour,DowntimePct,TotalMovesDay,Month,Year
2023-12-24,Tanjong Pagar,18,16,32.8,0.025,10496,12,2023
2023-12-24,Keppel,24,22,29.9,0.113,13156,12,2023
2023-12-24,Brani,12,9,27.9,0.02,5022,12,2023
2023-12-24,Pasir Panjang T1-2,30,30,32.5,0.044,19500,12,2023
2023-12-24,Pasir Panjang T3-4,30,27,29.1,0.082,15714,12,2023
2023-12-24,Tuas,38,37,27.5,0.028,20350,12,2023
2023-12-25,Tanjong Pagar,18,14,34.4,0.093,9632,12,2023
2023-12-25,Keppel,24,24,25.8,0.111,12384,12,2023
2023-12-25,Brani,12,11,27.9,0.112,6138,12,2023
2023-12-25,Pasir Panjang T1-2,30,26,27.6,0.024,14352,12,2023
2023-12-25,Pasir Panjang T3-4,30,26,33.1,0.064,17212,12,2023
2023-12-25,Tuas,38,37,32.8,0.087,24272,12,2023
2023-12-26,Tanjong Pagar,18,17,25.7,0.072,8738,12,2023
2023-12-26,Keppel,24,21,26.9,0.079,11298,12,2023
2023-12-26,Brani,12,8,25.3,0.077,4048,12,2023
2023-12-26,Pasir Panjang T1-2,30,30,25.3,0.021,15180,12,2023
2023-12-26,Pasir Panjang T3-4,30,28,33.0,0.04,18480,12,2023
2023-12-26,Tuas,38,38,25.9,0.025,19684,12,2023
2023-12-27,Tanjong Pagar,18,18,35.2,0.048,12672,12,2023
2023-12-27,Keppel,24,22,28.7,0.042,12628,12,2023
2023-12-27,Brani,12,9,35.6,0.066,6408,12,2023
2023-12-27,Pasir Panjang T1-2,30,30,25.3,0.097,15180,12,2023
2023-12-27,Pasir Panjang T3-4,30,28,24.7,0.111,13832,12,2023
2023-12-27,Tuas,38,37,35.3,0.028,26122,12,2023
2023-12-28,Tanjong Pagar,18,16,34.4,0.044,11008,12,2023
2023-12-28,Keppel,24,20,29.1,0.067,11640,12,2023
2023-12-28,Brani,12,11,29.9,0.039,6578,12,2023
2023-12-28,Pasir Panjang T1-2,30,27,35.4,0.023,19116,12,2023
2023-12-28,Pasir Panjang T3-4,30,29,35.1,0.073,20358,12,2023
2023-12-28,Tuas,38,37,34.8,0.103,25752,12,2023
2023-12-29,Tanjong Pagar,18,17,24.6,0.064,8364,12,2023
2023-12-29,Keppel,24,20,28.5,0.116,11400,12,2023
2023-12-29,Brani,12,10,32.9,0.024,6580,12,2023
2023-12-29,Pasir Panjang T1-2,30,28,32.5,0.104,18200,12,2023
2023-12-29,Pasir Panjang T3-4,30,30,29.2,0.073,17520,12,2023
2023-12-29,Tuas,38,35,25.7,0.058,17990,12,2023
2023-12-30,Tanjong Pagar,18,14,25.4,0.119,7111,12,2023
2023-12-30,Keppel,24,22,27.4,0.068,12056,12,2023
2023-12-30,Brani,12,8,35.4,0.094,5664,12,2023
2023-12-30,Pasir Panjang T1-2,30,26,24.0,0.072,12480,12,2023
2023-12-30,Pasir Panjang T3-4,30,27,33.4,0.034,18036,12,2023
2023-12-30,Tuas,38,36,26.5,0.095,19080,12,2023
2023-12-31,Tanjong Pagar,18,15,33.5,0.105,10050,12,2023
2023-12-31,Keppel,24,20,27.1,0.1,10840,12,2023
2023-12-31,Brani,12,8,30.2,0.036,4832,12,2023
2023-12-31,Pasir Panjang T1-2,30,27,27.9,0.037,15066,12,2023
2023-12-31,Pasir Panjang T3-4,30,29,30.2,0.024,17516,12,2023
2023-12-31,Tuas,38,37,34.5,0.089,25530,12,2023
2024-01-01,Tanjong Pagar,18,15,33.7,0.051,10110,1,2024
2024-01-01,Keppel,24,20,23.9,0.033,9560,1,2024
2024-01-01,Brani,12,8,31.3,0.119,5008,1,2024
2024-01-01,Pasir Panjang T1-2,30,30,35.4,0.043,21240,1,2024
2024-01-01,Pasir Panjang T3-4,30,30,32.4,0.064,19440,1,2024
2024-01-01,Tuas,38,35,24.7,0.054,17290,1,2024
2024-01-02,Tanjong Pagar,18,14,27.0,0.055,7560,1,2024
2024-01-02,Keppel,24,20,24.6,0.08,9840,1,2024
2024-01-02,Brani,12,10,34.5,0.119,6900,1,2024
2024-01-02,Pasir Panjang T1-2,30,27,25.8,0.118,13932,1,2024
2024-01-02,Pasir Panjang T3-4,30,29,25.2,0.068,14616,1,2024
2024-01-02,Tuas,38,35,26.5,0.065,18550,1,2024
2024-01-03,Tanjong Pagar,18,14,32.1,0.113,8988,1,2024
2024-01-03,Keppel,24,20,34.7,0.095,13880,1,2024
2024-01-03,Brani,12,10,34.7,0.04,6940,1,2024
2024-01-03,Pasir Panjang T1-2,30,29,31.4,0.042,18212,1,2024
2024-01-03,Pasir Panjang T3-4,30,29,34.5,0.058,20010,1,2024
2024-01-03,Tuas,38,37,27.7,0.102,20497,1,2024
2024-01-04,Tanjong Pagar,18,16,33.7,0.058,10784,1,2024
2024-01-04,Keppel,24,22,25.9,0.066,11396,1,2024
2024-01-04,Brani,12,8,31.4,0.042,5024,1,2024
2024-01-04,Pasir Panjang T1-2,30,29,32.5,0.027,18850,1,2024
2024-01-04,Pasir Panjang T3-4,30,27,26.1,0.026,14094,1,2024
2024-01-04,Tuas,38,38,35.2,0.101,26752,1,2024
2024-01-05,Tanjong Pagar,18,15,32.3,0.092,9689,1,2024
2024-01-05,Keppel,24,22,31.1,0.056,13684,1,2024
2024-01-05,Brani,12,11,33.7,0.054,7414,1,2024
2024-01-05,Pasir Panjang T1-2,30,27,35.9,0.106,19386,1,2024
2024-01-05,Pasir Panjang T3-4,30,27,28.5,0.039,15390,1,2024
2024-01-05,Tuas,38,35,30.2,0.046,21140,1,2024
2024-01-06,Tanjong Pagar,18,18,31.6,0.044,11376,1,2024
2024-01-06,Keppel,24,23,27.5,0.117,12650,1,2024
2024-01-06,Brani,12,8,29.1,0.063,4656,1,2024
2024-01-06,Pasir Panjang T1-2,30,29,33.0,0.105,19140,1,2024
2024-01-06,Pasir Panjang T3-4,30,26,32.3,0.028,16796,1,2024
2024-01-06,Tuas,38,37,34.2,0.087,25308,1,2024
2024-01-07,Tanjong Pagar,18,18,28.6,0.075,10296,1,2024
2024-01-07,Keppel,24,22,24.5,0.025,10780,1,2024
2024-01-07,Brani,12,8,26.0,0.062,4160,1,2024
2024-01-07,Pasir Panjang T1-2,30,26,29.4,0.118,15288,1,2024
2024-01-07,Pasir Panjang T3-4,30,27,35.5,0.06,19170,1,2024
2024-01-07,Tuas,38,36,34.2,0.116,24624,1,2024
2024-01-08,Tanjong Pagar,18,18,24.7,0.075,8892,1,2024
2024-01-08,Keppel,24,23,29.3,0.108,13478,1,2024
2024-01-08,Brani,12,9,35.6,0.1,6408,1,2024
2024-01-08,Pasir Panjang T1-2,30,26,33.1,0.093,17212,1,2024
2024-01-08,Pasir Panjang T3-4,30,29,24.1,0.12,13978,1,2024
2024-01-08,Tuas,38,35,33.2,0.058,23240,1,2024
2024-01-09,Tanjong Pagar,18,14,24.3,0.069,6804,1,2024
2024-01-09,Keppel,24,23,31.0,0.109,14260,1,2024
2024-01-09,Brani,12,8,23.7,0.076,3792,1,2024
2024-01-09,Pasir Panjang T1-2,30,26,32.9,0.045,17108,1,2024
2024-01-09,Pasir Panjang T3-4,30,26,28.0,0.092,14560,1,2024
2024-01-09,Tuas,38,36,29.1,0.031,20952,1,2024
2024-01-10,Tanjong Pagar,18,18,33.2,0.04,11952,1,2024
2024-01-10,Keppel,24,24,23.8,0.083,11424,1,2024
2024-01-10,Brani,12,8,23.2,0.087,3712,1,2024
2024-01-10,Pasir Panjang T1-2,30,30,32.7,0.033,19620,1,2024
2024-01-10,Pasir Panjang T3-4,30,29,23.4,0.045,13571,1,2024
2024-01-10,Tuas,38,36,23.8,0.055,17136,1,2024
2024-01-11,Tanjong Pagar,18,14,23.9,0.105,6691,1,2024
2024-01-11,Keppel,24,23,23.9,0.092,10993,1,2024
2024-01-11,Brani,12,10,26.3,0.061,5260,1,2024
2024-01-11,Pasir Panjang T1-2,30,28,30.5,0.091,17080,1,2024
2024-01-11,Pasir Panjang T3-4,30,26,24.0,0.05,12480,1,2024
2024-01-11,Tuas,38,34,23.2,0.096,15776,1,2024
2024-01-12,Tanjong Pagar,18,14,32.7,0.076,9156,1,2024
2024-01-12,Keppel,24,20,32.0,0.028,12800,1,2024
2024-01-12,Brani,12,9,34.6,0.105,6228,1,2024
2024-01-12,Pasir Panjang T1-2,30,26,29.9,0.02,15548,1,2024
2024-01-12,Pasir Panjang T3-4,30,30,24.9,0.064,14940,1,2024
2024-01-12,Tuas,38,34,33.9,0.021,23052,1,2024
2024-01-13,Tanjong Pagar,18,16,33.4,0.094,10688,1,2024
2024-01-13,Keppel,24,23,27.0,0.083,12420,1,2024
2024-01-13,Brani,12,9,32.1,0.093,5778,1,2024
2024-01-13,Pasir Panjang T1-2,30,28,34.9,0.116,19544,1,2024
2024-01-13,Pasir Panjang T3-4,30,30,35.5,0.098,21300,1,2024
2024-01-13,Tuas,38,35,30.6,0.025,21420,1,2024
2024-01-14,Tanjong Pagar,18,16,25.0,0.056,8000,1,2024
2024-01-14,Keppel,24,20,30.5,0.025,12200,1,2024
2024-01-14,Brani,12,11,30.3,0.047,6666,1,2024
2024-01-14,Pasir Panjang T1-2,30,26,29.5,0.075,15340,1,2024
2024-01-14,Pasir Panjang T3-4,30,29,24.2,0.072,14036,1,2024
2024-01-14,Tuas,38,36,30.3,0.064,21816,1,2024
2024-01-15,Tanjong Pagar,18,14,24.4,0.094,6831,1,2024
2024-01-15,Keppel,24,23,34.8,0.094,16008,1,2024
2024-01-15,Brani,12,8,29.6,0.108,4736,1,2024
2024-01-15,Pasir Panjang T1-2,30,29,34.5,0.057,20010,1,2024
2024-01-15,Pasir Panjang T3-4,30,28,28.2,0.042,15792,1,2024
2024-01-15,Tuas,38,36,24.4,0.07,17568,1,2024
2024-01-16,Tanjong Pagar,18,15,25.9,0.091,7770,1,2024
2024-01-16,Keppel,24,21,30.0,0.078,12600,1,2024
2024-01-16,Brani,12,10,25.5,0.07,5100,1,2024
2024-01-16,Pasir Panjang T1-2,30,29,30.7,0.033,17806,1,2024
2024-01-16,Pasir Panjang T3-4,30,30,29.5,0.026,17700,1,2024
2024-01-16,Tuas,38,38,35.6,0.097,27056,1,2024
2024-01-17,Tanjong Pagar,18,16,29.5,0.085,9440,1,2024
2024-01-17,Keppel,24,23,31.6,0.068,14536,1,2024
2024-01-17,Brani,12,11,23.4,0.109,5148,1,2024
2024-01-17,Pasir Panjang T1-2,30,27,23.7,0.078,12798,1,2024
2024-01-17,Pasir Panjang T3-4,30,29,23.5,0.094,13630,1,2024
2024-01-17,Tuas,38,35,26.4,0.087,18480,1,2024
2024-01-18,Tanjong Pagar,18,17,33.6,0.083,11424,1,2024
2024-01-18,Keppel,24,22,27.6,0.091,12144,1,2024
2024-01-18,Brani,12,9,29.0,0.103,5220,1,2024
2024-01-18,Pasir Panjang T1-2,30,29,35.1,0.052,20358,1,2024
2024-01-18,Pasir Panjang T3-4,30,30,26.4,0.052,15840,1,2024
2024-01-18,Tuas,38,34,28.9,0.024,19652,1,2024
2024-01-19,Tanjong Pagar,18,15,28.7,0.084,8610,1,2024
2024-01-19,Keppel,24,20,34.2,0.03,13680,1,2024
2024-01-19,Brani,12,12,28.5,0.029,6840,1,2024
2024-01-19,Pasir Panjang T1-2,30,26,25.0,0.03,13000,1,2024
2024-01-19,Pasir Panjang T3-4,30,29,30.5,0.069,17690,1,2024
2024-01-19,Tuas,38,36,30.6,0.105,22032,1,2024
2024-01-20,Tanjong Pagar,18,16,25.6,0.054,8192,1,2024
2024-01-20,Keppel,24,23,30.2,0.078,13892,1,2024
2024-01-20,Brani,12,10,30.2,0.075,6040,1,2024
2024-01-20,Pasir Panjang T1-2,30,29,23.9,0.059,13861,1,2024
2024-01-20,Pasir Panjang T3-4,30,29,28.3,0.048,16414,1,2024
2024-01-20,Tuas,38,34,31.9,0.031,21692,1,2024
2024-01-21,Tanjong Pagar,18,15,34.7,0.057,10410,1,2024
2024-01-21,Keppel,24,22,26.6,0.093,11704,1,2024
2024-01-21,Brani,12,9,34.7,0.096,6246,1,2024
2024-01-21,Pasir Panjang T1-2,30,30,28.0,0.047,16800,1,2024
2024-01-21,Pasir Panjang T3-4,30,27,31.1,0.022,16794,1,2024
2024-01-21,Tuas,38,36,27.2,0.057,19584,1,2024
2024-01-22,Tanjong Pagar,18,16,24.2,0.111,7744,1,2024
2024-01-22,Keppel,24,22,35.3,0.106,15531,1,2024
2024-01-22,Brani,12,12,24.7,0.101,5928,1,2024
2024-01-22,Pasir Panjang T1-2,30,30,27.6,0.036,16560,1,2024
2024-01-22,Pasir Panjang T3-4,30,26,33.3,0.045,17316,1,2024
2024-01-22,Tuas,38,37,25.4,0.032,18796,1,2024
2024-01-23,Tanjong Pagar,18,17,29.7,0.095,10098,1,2024
2024-01-23,Keppel,24,23,27.6,0.065,12696,1,2024
2024-01-23,Brani,12,8,30.5,0.088,4880,1,2024
2024-01-23,Pasir Panjang T1-2,30,26,35.1,0.115,18252,1,2024
2024-01-23,Pasir Panjang T3-4,30,28,30.0,0.082,16800,1,2024
2024-01-23,Tuas,38,35,25.9,0.038,18130,1,2024
2024-01-24,Tanjong Pagar,18,17,30.3,0.118,10302,1,2024
2024-01-24,Keppel,24,20,25.4,0.105,10160,1,2024
2024-01-24,Brani,12,12,32.3,0.065,7751,1,2024
2024-01-24,Pasir Panjang T1-2,30,26,23.2,0.113,12063,1,2024
2024-01-24,Pasir Panjang T3-4,30,26,27.1,0.023,14092,1,2024
2024-01-24,Tuas,38,34,35.5,0.085,24140,1,2024
2024-01-25,Tanjong Pagar,18,17,32.1,0.118,10914,1,2024
2024-01-25,Keppel,24,20,29.8,0.046,11920,1,2024
2024-01-25,Brani,12,12,31.0,0.069,7440,1,2024
2024-01-25,Pasir Panjang T1-2,30,28,34.5,0.078,19320,1,2024
2024-01-25,Pasir Panjang T3-4,30,29,32.2,0.064,18676,1,2024
2024-01-25,Tuas,38,37,27.9,0.091,20646,1,2024
2024-01-26,Tanjong Pagar,18,18,30.4,0.058,10943,1,2024
2024-01-26,Keppel,24,20,28.3,0.104,11320,1,2024
2024-01-26,Brani,12,12,27.5,0.079,6600,1,2024
2024-01-26,Pasir Panjang T1-2,30,26,26.9,0.112,13988,1,2024
2024-01-26,Pasir Panjang T3-4,30,26,28.3,0.085,14716,1,2024
2024-01-26,Tuas,38,36,30.1,0.042,21672,1,2024
2024-01-27,Tanjong Pagar,18,16,35.0,0.069,11200,1,2024
2024-01-27,Keppel,24,21,27.5,0.115,11550,1,2024
2024-01-27,Brani,12,11,32.0,0.048,7040,1,2024
2024-01-27,Pasir Panjang T1-2,30,29,25.6,0.066,14848,1,2024
2024-01-27,Pasir Panjang T3-4,30,30,33.2,0.042,19920,1,2024
2024-01-27,Tuas,38,36,30.8,0.066,22176,1,2024
2024-01-28,Tanjong Pagar,18,16,35.2,0.037,11264,1,2024
2024-01-28,Keppel,24,23,34.1,0.1,15686,1,2024
2024-01-28,Brani,12,8,25.0,0.094,4000,1,2024
2024-01-28,Pasir Panjang T1-2,30,29,27.9,0.117,16181,1,2024
2024-01-28,Pasir Panjang T3-4,30,28,25.0,0.097,14000,1,2024
2024-01-28,Tuas,38,36,33.2,0.063,23904,1,2024
2024-01-29,Tanjong Pagar,18,15,31.2,0.087,9360,1,2024
2024-01-29,Keppel,24,24,27.8,0.042,13344,1,2024
2024-01-29,Brani,12,12,32.9,0.117,7895,1,2024
2024-01-29,Pasir Panjang T1-2,30,26,30.5,0.065,15860,1,2024
2024-01-29,Pasir Panjang T3-4,30,26,34.7,0.11,18044,1,2024
2024-01-29,Tuas,38,34,28.4,0.093,19312,1,2024
2024-01-30,Tanjong Pagar,18,14,24.2,0.075,6776,1,2024
2024-01-30,Keppel,24,23,26.5,0.087,12190,1,2024
2024-01-30,Brani,12,8,32.7,0.067,5232,1,2024
2024-01-30,Pasir Panjang T1-2,30,26,33.6,0.099,17472,1,2024
2024-01-30,Pasir Panjang T3-4,30,28,23.5,0.097,13160,1,2024
2024-01-30,Tuas,38,37,30.9,0.033,22866,1,2024
2024-01-31,Tanjong Pagar,18,16,36.0,0.11,11520,1,2024
2024-01-31,Keppel,24,21,27.0,0.07,11340,1,2024
2024-01-31,Brani,12,10,35.8,0.117,7160,1,2024
2024-01-31,Pasir Panjang T1-2,30,26,24.5,0.054,12740,1,2024
2024-01-31,Pasir Panjang T3-4,30,26,33.5,0.066,17420,1,2024
2024-01-31,Tuas,38,34,35.3,0.034,24003,1,2024
2024-02-01,Tanjong Pagar,18,17,35.1,0.113,11934,2,2024
2024-02-01,Keppel,24,20,34.1,0.048,13640,2,2024
2024-02-01,Brani,12,9,24.7,0.065,4446,2,2024
2024-02-01,Pasir Panjang T1-2,30,30,27.2,0.103,16320,2,2024
2024-02-01,Pasir Panjang T3-4,30,27,28.8,0.08,15552,2,2024
2024-02-01,Tuas,38,37,34.6,0.028,25604,2,2024
2024-02-02,Tanjong Pagar,18,18,35.6,0.035,12816,2,2024
2024-02-02,Keppel,24,24,33.9,0.034,16271,2,2024
2024-02-02,Brani,12,11,28.9,0.083,6358,2,2024
2024-02-02,Pasir Panjang T1-2,30,27,28.9,0.046,15606,2,2024
2024-02-02,Pasir Panjang T3-4,30,30,33.2,0.03,19920,2,2024
2024-02-02,Tuas,38,35,29.5,0.091,20650,2,2024
2024-02-03,Tanjong Pagar,18,17,29.8,0.032,10132,2,2024
2024-02-03,Keppel,24,20,25.2,0.039,10080,2,2024
2024-02-03,Brani,12,10,27.4,0.104,5480,2,2024
2024-02-03,Pasir Panjang T1-2,30,30,35.8,0.06,21480,2,2024
2024-02-03,Pasir Panjang T3-4,30,29,33.8,0.072,19604,2,2024
2024-02-03,Tuas,38,38,34.0,0.073,25840,2,2024
2024-02-04,Tanjong Pagar,18,18,35.9,0.046,12923,2,2024
2024-02-04,Keppel,24,20,33.5,0.022,13400,2,2024
2024-02-04,Brani,12,9,28.9,0.089,5201,2,2024
2024-02-04,Pasir Panjang T1-2,30,26,29.3,0.085,15236,2,2024
2024-02-04,Pasir Panjang T3-4,30,27,28.0,0.105,15120,2,2024
2024-02-04,Tuas,38,36,23.5,0.097,16920,2,2024
2024-02-05,Tanjong Pagar,18,15,26.6,0.024,7980,2,2024
2024-02-05,Keppel,24,23,26.6,0.086,12236,2,2024
2024-02-05,Brani,12,11,26.3,0.023,5786,2,2024
2024-02-05,Pasir Panjang T1-2,30,30,28.0,0.105,16800,2,2024
2024-02-05,Pasir Panjang T3-4,30,30,23.5,0.102,14100,2,2024
2024-02-05,Tuas,38,34,33.6,0.051,22848,2,2024
2024-02-06,Tanjong Pagar,18,15,28.5,0.072,8550,2,2024
2024-02-06,Keppel,24,24,35.7,0.066,17136,2,2024
2024-02-06,Brani,12,10,27.6,0.053,5520,2,2024
2024-02-06,Pasir Panjang T1-2,30,30,24.8,0.097,14880,2,2024
2024-02-06,Pasir Panjang T3-4,30,27,28.9,0.079,15606,2,2024
2024-02-06,Tuas,38,36,34.3,0.05,24696,2,2024
2024-02-07,Tanjong Pagar,18,15,31.7,0.075,9510,2,2024
2024-02-07,Keppel,24,24,29.1,0.088,13968,2,2024
2024-02-07,Brani,12,10,26.3,0.039,5260,2,2024
2024-02-07,Pasir Panjang T1-2,30,29,28.4,0.092,16472,2,2024
2024-02-07,Pasir Panjang T3-4,30,27,26.8,0.029,14472,2,2024
2024-02-07,Tuas,38,38,27.5,0.102,20900,2,2024
2024-02-08,Tanjong Pagar,18,18,24.2,0.055,8712,2,2024
2024-02-08,Keppel,24,22,29.3,0.116,12892,2,2024
2024-02-08,Brani,12,10,28.5,0.118,5700,2,2024
2024-02-08,Pasir Panjang T1-2,30,30,25.8,0.105,15480,2,2024
2024-02-08,Pasir Panjang T3-4,30,28,30.7,0.093,17192,2,2024
2024-02-08,Tuas,38,38,32.5,0.113,24700,2,2024
2024-02-09,Tanjong Pagar,18,18,26.8,0.045,9648,2,2024
2024-02-09,Keppel,24,20,23.0,0.119,9200,2,2024
2024-02-09,Brani,12,9,27.9,0.052,5022,2,2024
2024-02-09,Pasir Panjang T1-2,30,27,34.9,0.119,18846,2,2024
2024-02-09,Pasir Panjang T3-4,30,28,36.0,0.047,20160,2,2024
2024-02-09,Tuas,38,35,33.9,0.108,23730,2,2024
2024-02-10,Tanjong Pagar,18,17,25.7,0.043,8738,2,2024
2024-02-10,Keppel,24,21,29.1,0.09,12222,2,2024
2024-02-10,Brani,12,12,28.2,0.064,6768,2,2024
2024-02-10,Pasir Panjang T1-2,30,30,25.2,0.07,15120,2,2024
2024-02-10,Pasir Panjang T3-4,30,28,24.8,0.093,13888,2,2024
2024-02-10,Tuas,38,34,29.8,0.093,20264,2,2024
2024-02-11,Tanjong Pagar,18,17,25.2,0.045,8568,2,2024
2024-02-11,Keppel,24,20,31.2,0.118,12480,2,2024
2024-02-11,Brani,12,12,24.3,0.041,5832,2,2024
2024-02-11,Pasir Panjang T1-2,30,28,23.3,0.061,13048,2,2024
2024-02-11,Pasir Panjang T3-4,30,26,26.3,0.086,13676,2,2024
2024-02-11,Tuas,38,37,28.7,0.067,21237,2,2024
2024-02-12,Tanjong Pagar,18,14,33.2,0.061,9296,2,2024
2024-02-12,Keppel,24,24,27.5,0.102,13200,2,2024
2024-02-12,Brani,12,9,26.3,0.068,4734,2,2024
2024-02-12,Pasir Panjang T1-2,30,27,29.9,0.05,16146,2,2024
2024-02-12,Pasir Panjang T3-4,30,30,33.3,0.116,19979,2,2024
2024-02-12,Tuas,38,35,23.7,0.029,16590,2,2024
2024-02-13,Tanjong Pagar,18,17,31.9,0.06,10846,2,2024
2024-02-13,Keppel,24,23,30.7,0.038,14122,2,2024
2024-02-13,Brani,12,9,32.8,0.089,5904,2,2024
2024-02-13,Pasir Panjang T1-2,30,26,26.8,0.106,13936,2,2024
2024-02-13,Pasir Panjang T3-4,30,27,27.0,0.071,14580,2,2024
2024-02-13,Tuas,38,35,27.6,0.109,19320,2,2024
2024-02-14,Tanjong Pagar,18,16,31.1,0.032,9952,2,2024
2024-02-14,Keppel,24,22,24.7,0.066,10868,2,2024
2024-02-14,Brani,12,10,27.9,0.048,5580,2,2024
2024-02-14,Pasir Panjang T1-2,30,28,30.1,0.061,16856,2,2024
2024-02-14,Pasir Panjang T3-4,30,26,24.0,0.043,12480,2,2024
2024-02-14,Tuas,38,35,31.8,0.066,22260,2,2024
2024-02-15,Tanjong Pagar,18,18,30.3,0.076,10908,2,2024
2024-02-15,Keppel,24,20,33.1,0.078,13240,2,2024
2024-02-15,Brani,12,12,32.2,0.094,7728,2,2024
2024-02-15,Pasir Panjang T1-2,30,29,24.8,0.055,14384,2,2024
2024-02-15,Pasir Panjang T3-4,30,26,24.2,0.023,12583,2,2024
2024-02-15,Tuas,38,36,23.2,0.069,16704,2,2024
2024-02-16,Tanjong Pagar,18,17,26.2,0.034,8908,2,2024
2024-02-16,Keppel,24,23,24.9,0.029,11453,2,2024
2024-02-16,Brani,12,9,33.5,0.084,6030,2,2024
2024-02-16,Pasir Panjang T1-2,30,26,27.7,0.056,14403,2,2024
2024-02-16,Pasir Panjang T3-4,30,30,31.1,0.037,18660,2,2024
2024-02-16,Tuas,38,38,34.6,0.09,26296,2,2024
2024-02-17,Tanjong Pagar,18,15,33.6,0.061,10080,2,2024
2024-02-17,Keppel,24,21,35.4,0.096,14868,2,2024
2024-02-17,Brani,12,11,33.1,0.045,7282,2,2024
2024-02-17,Pasir Panjang T1-2,30,27,33.9,0.053,18306,2,2024
2024-02-17,Pasir Panjang T3-4,30,26,26.0,0.083,13520,2,2024
2024-02-17,Tuas,38,37,25.8,0.029,19092,2,2024
2024-02-18,Tanjong Pagar,18,15,34.0,0.033,10200,2,2024
2024-02-18,Keppel,24,20,32.8,0.11,13120,2,2024
2024-02-18,Brani,12,9,33.9,0.047,6101,2,2024
2024-02-18,Pasir Panjang T1-2,30,27,27.8,0.106,15012,2,2024
2024-02-18,Pasir Panjang T3-4,30,29,30.1,0.027,17458,2,2024
2024-02-18,Tuas,38,37,35.4,0.021,26196,2,2024
2024-02-19,Tanjong Pagar,18,14,33.0,0.065,9240,2,2024
2024-02-19,Keppel,24,22,23.7,0.095,10428,2,2024
2024-02-19,Brani,12,9,34.8,0.092,6264,2,2024
2024-02-19,Pasir Panjang T1-2,30,30,28.5,0.051,17100,2,2024
2024-02-19,Pasir Panjang T3-4,30,28,33.3,0.021,18647,2,2024
2024-02-19,Tuas,38,35,30.8,0.028,21560,2,2024
2024-02-20,Tanjong Pagar,18,18,23.1,0.025,8316,2,2024
2024-02-20,Keppel,24,23,33.2,0.067,15272,2,2024
2024-02-20,Brani,12,9,30.5,0.099,5490,2,2024
2024-02-20,Pasir Panjang T1-2,30,29,35.6,0.037,20648,2,2024
2024-02-20,Pasir Panjang T3-4,30,28,29.1,0.049,16296,2,2024
2024-02-20,Tuas,38,36,29.9,0.035,21527,2,2024
2024-02-21,Tanjong Pagar,18,14,25.5,0.092,7140,2,2024
2024-02-21,Keppel,24,24,25.4,0.048,12191,2,2024
2024-02-21,Brani,12,8,33.9,0.025,5424,2,2024
2024-02-21,Pasir Panjang T1-2,30,30,27.2,0.072,16320,2,2024
2024-02-21,Pasir Panjang T3-4,30,29,24.6,0.06,14268,2,2024
2024-02-21,Tuas,38,37,34.3,0.095,25382,2,2024
2024-02-22,Tanjong Pagar,18,14,30.3,0.091,8484,2,2024
2024-02-22,Keppel,24,20,32.4,0.08,12960,2,2024
2024-02-22,Brani,12,8,34.4,0.063,5504,2,2024
2024-02-22,Pasir Panjang T1-2,30,27,27.7,0.066,14958,2,2024
2024-02-22,Pasir Panjang T3-4,30,30,29.0,0.089,17400,2,2024
2024-02-22,Tuas,38,38,32.6,0.089,24776,2,2024
2024-02-23,Tanjong Pagar,18,14,27.7,0.022,7756,2,2024
2024-02-23,Keppel,24,23,32.9,0.079,15133,2,2024
2024-02-23,Brani,12,8,32.0,0.025,5120,2,2024
2024-02-23,Pasir Panjang T1-2,30,30,32.2,0.047,19320,2,2024
2024-02-23,Pasir Panjang T3-4,30,27,29.7,0.067,16038,2,2024
2024-02-23,Tuas,38,38,28.9,0.042,21964,2,2024
2024-02-24,Tanjong Pagar,18,18,28.5,0.11,10260,2,2024
2024-02-24,Keppel,24,22,23.3,0.085,10252,2,2024
2024-02-24,Brani,12,10,28.5,0.114,5700,2,2024
2024-02-24,Pasir Panjang T1-2,30,27,28.2,0.112,15228,2,2024
2024-02-24,Pasir Panjang T3-4,30,29,28.8,0.114,16704,2,2024
2024-02-24,Tuas,38,38,29.8,0.107,22648,2,2024
2024-02-25,Tanjong Pagar,18,18,34.9,0.111,12563,2,2024
2024-02-25,Keppel,24,22,26.4,0.074,11616,2,2024
2024-02-25,Brani,12,11,29.8,0.076,6556,2,2024
2024-02-25,Pasir Panjang T1-2,30,30,23.1,0.065,13860,2,2024
2024-02-25,Pasir Panjang T3-4,30,30,33.5,0.118,20100,2,2024
2024-02-25,Tuas,38,34,24.1,0.068,16388,2,2024
2024-02-26,Tanjong Pagar,18,14,33.3,0.08,9323,2,2024
2024-02-26,Keppel,24,21,25.5,0.059,10710,2,2024
2024-02-26,Brani,12,8,34.1,0.109,5456,2,2024
2024-02-26,Pasir Panjang T1-2,30,30,32.5,0.045,19500,2,2024
2024-02-26,Pasir Panjang T3-4,30,28,34.5,0.045,19320,2,2024
2024-02-26,Tuas,38,35,25.9,0.109,18130,2,2024
2024-02-27,Tanjong Pagar,18,18,31.5,0.032,11340,2,2024
2024-02-27,Keppel,24,21,26.9,0.09,11298,2,2024
2024-02-27,Brani,12,10,23.2,0.044,4640,2,2024
2024-02-27,Pasir Panjang T1-2,30,30,35.4,0.07,21240,2,2024
